gene_id	cluster_id	cluster_size	dup_status
scaffold_200633.1	C003013	2	duplicate
Al_scaffold_0006_3596	C003014	2	duplicate
Al_scaffold_0006_3624	C003014	2	duplicate
Al_scaffold_0006_36	C003015	2	duplicate
Al_scaffold_0006_37	C003015	2	duplicate
Al_scaffold_0006_3607	C003016	2	duplicate
fgenesh2_kg.6__3330__AT4G05440.1	C003016	2	duplicate
Al_scaffold_0006_3688	C003017	2	duplicate
scaffold_603924.1	C003017	2	duplicate
Al_scaffold_0006_3869	C003018	2	duplicate
scaffold_300872.1	C003018	2	duplicate
Al_scaffold_0006_3931	C003019	2	duplicate
fgenesh1_pm.C_scaffold_1000097	C003019	2	duplicate
Al_scaffold_0006_3968	C003020	2	duplicate
fgenesh2_kg.1__58__AT1G01710.1	C003020	2	duplicate
Al_scaffold_0006_4027	C003021	2	duplicate
Al_scaffold_0007_3418	C003021	2	duplicate
Al_scaffold_0006_417	C003022	2	duplicate
scaffold_700307.1	C003022	2	duplicate
Al_scaffold_0006_437	C003023	2	duplicate
fgenesh1_pg.C_scaffold_3000984	C003023	2	duplicate
Al_scaffold_0006_47	C003024	2	duplicate
fgenesh2_kg.1__684__AT1G07080.1	C003024	2	duplicate
Al_scaffold_0006_566	C003025	2	duplicate
Al_scaffold_0006_610	C003025	2	duplicate
Al_scaffold_0006_747	C003026	2	duplicate
fgenesh2_kg.6__2306__AT5G23160.1	C003026	2	duplicate
Al_scaffold_0006_891	C003027	2	duplicate
fgenesh2_kg.3__3274__AT2G16940.1	C003027	2	duplicate
Al_scaffold_0006_904	C003028	2	duplicate
fgenesh1_pm.C_scaffold_6000765	C003028	2	duplicate
Al_scaffold_0006_947	C003029	2	duplicate
fgenesh1_pg.C_scaffold_3002514	C003029	2	duplicate
Al_scaffold_0007_1553	C003030	2	duplicate
fgenesh1_pm.C_scaffold_7001315	C003030	2	duplicate
Al_scaffold_0007_1642	C003031	2	duplicate
scaffold_103725.1	C003031	2	duplicate
Al_scaffold_0007_1675	C003032	2	duplicate
fgenesh2_kg.8__893__AT5G50200.3	C003032	2	duplicate
Al_scaffold_0007_1753	C003033	2	duplicate
scaffold_603462.1	C003033	2	duplicate
Al_scaffold_0007_1820	C003034	2	duplicate
fgenesh2_kg.6__3105__AT4G11420.1	C003034	2	duplicate
Al_scaffold_0007_1936	C003035	2	duplicate
fgenesh2_kg.7__2077__AT4G22217.1	C003035	2	duplicate
Al_scaffold_0007_1942	C003036	2	duplicate
scaffold_602066.1	C003036	2	duplicate
Al_scaffold_0007_2078	C003037	2	duplicate
fgenesh2_kg.7__2268__AT4G20330.1	C003037	2	duplicate
Al_scaffold_0007_2086	C003038	2	duplicate
fgenesh2_kg.7__2228__AT4G20910.1	C003038	2	duplicate
Al_scaffold_0007_212	C003039	2	duplicate
fgenesh1_pm.C_scaffold_4000135	C003039	2	duplicate
Al_scaffold_0007_2126	C003040	2	duplicate
fgenesh2_kg.1__2179__AT1G20000.1	C003040	2	duplicate
scaffold_600634.1	C003041	2	duplicate
fgenesh1_pm.C_scaffold_5001620	C003041	2	duplicate
Al_scaffold_0007_2231	C003042	2	duplicate
Al_scaffold_0007_3934	C003042	2	duplicate
Al_scaffold_0007_2278	C003043	2	duplicate
fgenesh1_pg.C_scaffold_7002029	C003043	2	duplicate
Al_scaffold_0007_2426	C003044	2	duplicate
fgenesh1_pm.C_scaffold_7001984	C003044	2	duplicate
Al_scaffold_0007_2566	C003045	2	duplicate
fgenesh1_pg.C_scaffold_7002275	C003045	2	duplicate
Al_scaffold_0007_269	C003046	2	duplicate
fgenesh2_kg.4__207__AT2G22840.1	C003046	2	duplicate
fgenesh1_pm.C_scaffold_5001379	C003047	2	duplicate
fgenesh2_kg.4__1676__AT2G36400.1	C003047	2	duplicate
Al_scaffold_0007_2767	C003048	2	duplicate
Al_scaffold_0008_2342	C003048	2	duplicate
Al_scaffold_0007_2784	C003049	2	duplicate
scaffold_702172.1	C003049	2	duplicate
Al_scaffold_0007_2804	C003050	2	duplicate
scaffold_100515.1	C003050	2	duplicate
Al_scaffold_0007_2825	C003051	2	duplicate
fgenesh1_pg.C_scaffold_7003189	C003051	2	duplicate
Al_scaffold_0007_2842	C003052	2	duplicate
fgenesh2_kg.7__2867__AT4G14713.1	C003052	2	duplicate
Al_scaffold_0007_2909	C003053	2	duplicate
scaffold_603762.1	C003053	2	duplicate
Al_scaffold_0007_2937	C003054	2	duplicate
fgenesh2_kg.3__2590__AT3G23740.1	C003054	2	duplicate
Al_scaffold_0007_2978	C003055	2	duplicate
fgenesh2_kg.1__845__AT1G08300.1	C003055	2	duplicate
Al_scaffold_0007_3035	C003056	2	duplicate
fgenesh1_pm.C_scaffold_7002520	C003056	2	duplicate
Al_scaffold_0007_3052	C003057	2	duplicate
fgenesh2_kg.3__1325__AT3G12650.1	C003057	2	duplicate
Al_scaffold_0007_3053	C003058	2	duplicate
fgenesh2_kg.4__2670__AT2G44820.2	C003058	2	duplicate
Al_scaffold_0007_3100	C003059	2	duplicate
scaffold_600426.1	C003059	2	duplicate
Al_scaffold_0007_3102	C003060	2	duplicate
fgenesh2_kg.6__2811__AT5G30495.2	C003060	2	duplicate
Al_scaffold_0007_3188	C003061	2	duplicate
fgenesh1_pm.C_scaffold_1002732	C003061	2	duplicate
Al_scaffold_0007_3205	C003062	2	duplicate
scaffold_703485.1	C003062	2	duplicate
Al_scaffold_0007_3263	C003063	2	duplicate
fgenesh1_pm.C_scaffold_7002476	C003063	2	duplicate
Al_scaffold_0007_328	C003064	2	duplicate
fgenesh2_kg.4__272__AT2G23420.1	C003064	2	duplicate
Al_scaffold_0007_3307	C003065	2	duplicate
Al_scaffold_0008_927	C003065	2	duplicate
Al_scaffold_0007_3313	C003066	2	duplicate
scaffold_702196.1	C003066	2	duplicate
Al_scaffold_0007_3409	C003067	2	duplicate
fgenesh1_pm.C_scaffold_8000483	C003067	2	duplicate
Al_scaffold_0007_3510	C003068	2	duplicate
scaffold_703813.1	C003068	2	duplicate
Al_scaffold_0007_3785	C003069	2	duplicate
fgenesh1_pm.C_scaffold_1003642	C003069	2	duplicate
Al_scaffold_0007_3811	C003070	2	duplicate
fgenesh1_pm.C_scaffold_5000205	C003070	2	duplicate
Al_scaffold_0007_3909	C003071	2	duplicate
scaffold_704247.1	C003071	2	duplicate
Al_scaffold_0007_3965	C003072	2	duplicate
scaffold_200920.1	C003072	2	duplicate
Al_scaffold_0007_459	C003073	2	duplicate
scaffold_700522.1	C003073	2	duplicate
Al_scaffold_0007_512	C003074	2	duplicate
fgenesh2_kg.1__4577__AT1G55620.2	C003074	2	duplicate
Al_scaffold_0007_76	C003075	2	duplicate
fgenesh2_kg.4__38__AT2G21230.1	C003075	2	duplicate
Al_scaffold_0007_777	C003076	2	duplicate
scaffold_701049.1	C003076	2	duplicate
Al_scaffold_0007_839	C003077	2	duplicate
scaffold_400838.1	C003077	2	duplicate
Al_scaffold_0007_980	C003078	2	duplicate
scaffold_200581.1	C003078	2	duplicate
Al_scaffold_0008_1	C003079	2	duplicate
Al_scaffold_0008_3341	C003079	2	duplicate
Al_scaffold_0008_1000	C003080	2	duplicate
fgenesh2_kg.3__2624__AT3G24090.1	C003080	2	duplicate
scaffold_105376.1	C003081	2	duplicate
scaffold_102444.1	C003081	2	duplicate
Al_scaffold_0008_1181	C003082	2	duplicate
fgenesh1_pm.C_scaffold_7000171	C003082	2	duplicate
Al_scaffold_0008_1192	C003083	2	duplicate
fgenesh1_pm.C_scaffold_8000672	C003083	2	duplicate
Al_scaffold_0008_1240	C003084	2	duplicate
fgenesh2_kg.8__798__AT1G36925.1	C003084	2	duplicate
Al_scaffold_0008_1303	C003085	2	duplicate
fgenesh2_kg.1__4605__AT1G55860.1	C003085	2	duplicate
Al_scaffold_0008_1304	C003086	2	duplicate
fgenesh2_kg.2__569__AT1G58250.1	C003086	2	duplicate
Al_scaffold_0008_1516	C003087	2	duplicate
fgenesh2_kg.7__1742__AT4G25230.2	C003087	2	duplicate
Al_scaffold_0008_1579	C003088	2	duplicate
scaffold_802752.1	C003088	2	duplicate
Al_scaffold_0008_1649	C003089	2	duplicate
fgenesh1_pg.C_scaffold_8001297	C003089	2	duplicate
fgenesh2_kg.3__590__AT3G05920.1	C003090	2	duplicate
fgenesh1_pg.C_scaffold_6002254	C003090	2	duplicate
Al_scaffold_0008_1670	C003091	2	duplicate
fgenesh2_kg.6__1789__AT4G08580.1	C003091	2	duplicate
Al_scaffold_0008_1691	C003092	2	duplicate
fgenesh2_kg.7__1434__AT4G27810.1	C003092	2	duplicate
Al_scaffold_0008_1710	C003093	2	duplicate
fgenesh1_pg.C_scaffold_1003209	C003093	2	duplicate
Al_scaffold_0008_1790	C003094	2	duplicate
Al_scaffold_0008_484	C003094	2	duplicate
Al_scaffold_0008_1803	C003095	2	duplicate
fgenesh2_kg.7__1473__AT4G27530.1	C003095	2	duplicate
Al_scaffold_0008_1862	C003096	2	duplicate
fgenesh2_kg.7__1497__AT4G27350.1	C003096	2	duplicate
Al_scaffold_0008_202	C003097	2	duplicate
scaffold_100484.1	C003097	2	duplicate
Al_scaffold_0008_2034	C003098	2	duplicate
scaffold_802135.1	C003098	2	duplicate
fgenesh2_kg.3__3496__AT2G16250.1	C003099	2	duplicate
fgenesh2_kg.7__137__AT4G39270.1	C003099	2	duplicate
Al_scaffold_0008_2524	C003100	2	duplicate
fgenesh2_kg.5__934__AT3G45590.1	C003100	2	duplicate
Al_scaffold_0008_2637	C003101	2	duplicate
fgenesh2_kg.6__742__AT5G07730.1	C003101	2	duplicate
Al_scaffold_0008_2753	C003102	2	duplicate
fgenesh1_pg.C_scaffold_8002294	C003102	2	duplicate
Al_scaffold_0008_2806	C003103	2	duplicate
fgenesh2_kg.4__639__AT2G26990.1	C003103	2	duplicate
Al_scaffold_0008_3181	C003104	2	duplicate
scaffold_603961.1	C003104	2	duplicate
Al_scaffold_0008_3283	C003105	2	duplicate
fgenesh2_kg.5__1437__AT3G50920.1	C003105	2	duplicate
Al_scaffold_0008_3303	C003106	2	duplicate
fgenesh2_kg.6__1428__AT5G14530.1	C003106	2	duplicate
Al_scaffold_0008_3306	C003107	2	duplicate
fgenesh2_kg.5__1925__AT3G55120.1	C003107	2	duplicate
Al_scaffold_0008_333	C003108	2	duplicate
scaffold_800348.1	C003108	2	duplicate
Al_scaffold_0008_390	C003109	2	duplicate
scaffold_401105.1	C003109	2	duplicate
Al_scaffold_0008_469	C003110	2	duplicate
Al_scaffold_0008_470	C003110	2	duplicate
Al_scaffold_0008_485	C003111	2	duplicate
scaffold_303496.1	C003111	2	duplicate
Al_scaffold_0008_490	C003112	2	duplicate
scaffold_200124.1	C003112	2	duplicate
Al_scaffold_0008_491	C003113	2	duplicate
scaffold_601194.1	C003113	2	duplicate
Al_scaffold_0008_5	C003114	2	duplicate
fgenesh2_kg.8__882__AT5G50100.1	C003114	2	duplicate
Al_scaffold_0008_538	C003115	2	duplicate
fgenesh1_pg.C_scaffold_8000433	C003115	2	duplicate
Al_scaffold_0008_547	C003116	2	duplicate
fgenesh2_kg.1__304__AT1G03770.1	C003116	2	duplicate
Al_scaffold_0008_67	C003117	2	duplicate
scaffold_401351.1	C003117	2	duplicate
Al_scaffold_0008_678	C003118	2	duplicate
scaffold_503461.1	C003118	2	duplicate
Al_scaffold_0008_75	C003119	2	duplicate
scaffold_800274.1	C003119	2	duplicate
Al_scaffold_0008_801	C003120	2	duplicate
fgenesh1_pg.C_scaffold_4000795	C003120	2	duplicate
Al_scaffold_0008_811	C003121	2	duplicate
scaffold_801650.1	C003121	2	duplicate
Al_scaffold_0008_88	C003122	2	duplicate
scaffold_800105.1	C003122	2	duplicate
fgenesh2_kg.1__2659__AT1G26940.1	C003123	2	duplicate
scaffold_103090.1	C003123	2	duplicate
scaffold_403708.1	C003124	2	duplicate
fgenesh2_kg.3__676__AT3G66654.3	C003124	2	duplicate
fgenesh1_pg.C_scaffold_1000279	C003125	2	duplicate
scaffold_402304.1	C003125	2	duplicate
fgenesh1_pg.C_scaffold_1000285	C003126	2	duplicate
scaffold_800617.1	C003126	2	duplicate
fgenesh1_pg.C_scaffold_1000291	C003127	2	duplicate
fgenesh2_kg.8__408__AT5G44040.1	C003127	2	duplicate
fgenesh1_pg.C_scaffold_1000377	C003128	2	duplicate
fgenesh2_kg.1__4655__AT1G54360.4	C003128	2	duplicate
fgenesh1_pg.C_scaffold_1000553	C003129	2	duplicate
fgenesh1_pg.C_scaffold_4001145	C003129	2	duplicate
fgenesh1_pg.C_scaffold_1000580	C003130	2	duplicate
scaffold_401476.1	C003130	2	duplicate
fgenesh1_pg.C_scaffold_1000741	C003131	2	duplicate
fgenesh2_kg.3__505__AT3G05170.1	C003131	2	duplicate
fgenesh1_pg.C_scaffold_1000770	C003132	2	duplicate
fgenesh2_kg.1__4762__AT1G56450.1	C003132	2	duplicate
fgenesh1_pg.C_scaffold_1000986	C003133	2	duplicate
fgenesh1_pg.C_scaffold_6002448	C003133	2	duplicate
fgenesh1_pg.C_scaffold_1001013	C003134	2	duplicate
scaffold_200396.1	C003134	2	duplicate
fgenesh1_pg.C_scaffold_1001155	C003135	2	duplicate
scaffold_500581.1	C003135	2	duplicate
fgenesh1_pg.C_scaffold_1001378	C003136	2	duplicate
fgenesh2_kg.3__2039__AT3G18380.2	C003136	2	duplicate
fgenesh1_pg.C_scaffold_1001521	C003137	2	duplicate
fgenesh1_pm.C_scaffold_8002046	C003137	2	duplicate
fgenesh1_pg.C_scaffold_1001534	C003138	2	duplicate
fgenesh1_pm.C_scaffold_4002407	C003138	2	duplicate
fgenesh1_pg.C_scaffold_1001666	C003139	2	duplicate
fgenesh2_kg.2__2012__AT1G77180.1	C003139	2	duplicate
fgenesh1_pg.C_scaffold_1001721	C003140	2	duplicate
fgenesh2_kg.2__1752__AT1G74860.1	C003140	2	duplicate
fgenesh1_pg.C_scaffold_1001739	C003141	2	duplicate
fgenesh2_kg.6__2115__AT5G20730.1	C003141	2	duplicate
fgenesh1_pg.C_scaffold_1002310	C003142	2	duplicate
fgenesh2_kg.3__3408__AT2G18040.1	C003142	2	duplicate
fgenesh1_pg.C_scaffold_1002467	C003143	2	duplicate
scaffold_103089.1	C003143	2	duplicate
fgenesh1_pg.C_scaffold_1002723	C003144	2	duplicate
fgenesh2_kg.1__3801__AT1G45231.2	C003144	2	duplicate
fgenesh1_pg.C_scaffold_1003073	C003145	2	duplicate
scaffold_103845.1	C003145	2	duplicate
fgenesh1_pg.C_scaffold_1003347	C003146	2	duplicate
fgenesh1_pm.C_scaffold_1001854	C003146	2	duplicate
fgenesh1_pg.C_scaffold_1003370	C003147	2	duplicate
fgenesh2_kg.7__3326__AT5G40850.1	C003147	2	duplicate
fgenesh2_kg.1__4460__AT1G53720.1	C003148	2	duplicate
scaffold_105427.1	C003148	2	duplicate
fgenesh1_pg.C_scaffold_1003528	C003149	2	duplicate
scaffold_302099.1	C003149	2	duplicate
fgenesh1_pg.C_scaffold_1003542	C003150	2	duplicate
fgenesh2_kg.2__1324__AT1G70650.1	C003150	2	duplicate
fgenesh2_kg.4__2691__AT2G45010.1	C003151	2	duplicate
fgenesh2_kg.8__1027__AT5G51400.1	C003151	2	duplicate
fgenesh1_pg.C_scaffold_1003686	C003152	2	duplicate
scaffold_104676.1	C003152	2	duplicate
fgenesh1_pg.C_scaffold_1003705	C003153	2	duplicate
scaffold_302298.1	C003153	2	duplicate
fgenesh1_pg.C_scaffold_1003716	C003154	2	duplicate
scaffold_800078.1	C003154	2	duplicate
fgenesh1_pg.C_scaffold_1003928	C003155	2	duplicate
scaffold_303283.1	C003155	2	duplicate
fgenesh1_pg.C_scaffold_1004221	C003156	2	duplicate
scaffold_301521.1	C003156	2	duplicate
fgenesh1_pg.C_scaffold_1004235	C003157	2	duplicate
scaffold_802108.1	C003157	2	duplicate
fgenesh1_pg.C_scaffold_1004245	C003158	2	duplicate
scaffold_105403.1	C003158	2	duplicate
fgenesh1_pg.C_scaffold_1004295	C003159	2	duplicate
scaffold_105066.1	C003159	2	duplicate
fgenesh1_pg.C_scaffold_1004348	C003160	2	duplicate
scaffold_105545.1	C003160	2	duplicate
fgenesh1_pg.C_scaffold_1004375	C003161	2	duplicate
fgenesh2_kg.8__809__AT5G49350.1	C003161	2	duplicate
fgenesh1_pg.C_scaffold_2000216	C003162	2	duplicate
scaffold_800932.1	C003162	2	duplicate
fgenesh1_pg.C_scaffold_2000239	C003163	2	duplicate
scaffold_200318.1	C003163	2	duplicate
fgenesh1_pg.C_scaffold_2000446	C003164	2	duplicate
scaffold_200786.1	C003164	2	duplicate
fgenesh1_pg.C_scaffold_2000487	C003165	2	duplicate
fgenesh1_pg.C_scaffold_6002585	C003165	2	duplicate
fgenesh1_pg.C_scaffold_2000647	C003166	2	duplicate
fgenesh1_pg.C_scaffold_2000649	C003166	2	duplicate
fgenesh1_pg.C_scaffold_2000700	C003167	2	duplicate
fgenesh2_kg.7__3084__AT5G36100.2	C003167	2	duplicate
fgenesh1_pg.C_scaffold_2000732	C003168	2	duplicate
fgenesh1_pm.C_scaffold_1003705	C003168	2	duplicate
fgenesh1_pg.C_scaffold_2000878	C003169	2	duplicate
scaffold_201374.1	C003169	2	duplicate
fgenesh1_pg.C_scaffold_2000999	C003170	2	duplicate
fgenesh1_pg.C_scaffold_7002927	C003170	2	duplicate
fgenesh1_pg.C_scaffold_2001138	C003171	2	duplicate
fgenesh1_pg.C_scaffold_5001282	C003171	2	duplicate
fgenesh1_pg.C_scaffold_2001253	C003172	2	duplicate
scaffold_801495.1	C003172	2	duplicate
fgenesh1_pg.C_scaffold_2001263	C003173	2	duplicate
fgenesh2_kg.2__1157__AT1G68980.1	C003173	2	duplicate
fgenesh1_pg.C_scaffold_2001307	C003174	2	duplicate
fgenesh1_pm.C_scaffold_1002908	C003174	2	duplicate
fgenesh1_pg.C_scaffold_2001394	C003175	2	duplicate
scaffold_600594.1	C003175	2	duplicate
fgenesh1_pg.C_scaffold_2001628	C003176	2	duplicate
fgenesh1_pm.C_scaffold_1001532	C003176	2	duplicate
fgenesh1_pg.C_scaffold_2001782	C003177	2	duplicate
scaffold_700419.1	C003177	2	duplicate
fgenesh2_kg.3__653__AT3G06470.1	C003178	2	duplicate
fgenesh2_kg.3__652__AT3G06460.1	C003178	2	duplicate
fgenesh1_pg.C_scaffold_2002025	C003179	2	duplicate
fgenesh1_pm.C_scaffold_4000124	C003179	2	duplicate
fgenesh1_pg.C_scaffold_2002336	C003180	2	duplicate
scaffold_201493.1	C003180	2	duplicate
fgenesh1_pg.C_scaffold_3000042	C003181	2	duplicate
fgenesh2_kg.7__1234__AT4G29590.1	C003181	2	duplicate
fgenesh1_pg.C_scaffold_3000254	C003182	2	duplicate
fgenesh1_pg.C_scaffold_3000315	C003182	2	duplicate
fgenesh2_kg.5__1446__AT3G51020.1	C003183	2	duplicate
fgenesh2_kg.8__2786__AT5G66370.1	C003183	2	duplicate
fgenesh1_pg.C_scaffold_3000319	C003184	2	duplicate
fgenesh2_kg.1__4663__AT1G54385.2	C003184	2	duplicate
fgenesh1_pg.C_scaffold_3000523	C003185	2	duplicate
fgenesh2_kg.1__994__AT1G09470.1	C003185	2	duplicate
scaffold_100187.1	C003186	2	duplicate
scaffold_403710.1	C003186	2	duplicate
fgenesh1_pg.C_scaffold_3000654	C003187	2	duplicate
scaffold_600130.1	C003187	2	duplicate
fgenesh1_pg.C_scaffold_3000679	C003188	2	duplicate
scaffold_300853.1	C003188	2	duplicate
fgenesh1_pg.C_scaffold_3000850	C003189	2	duplicate
fgenesh1_pm.C_scaffold_4000722	C003189	2	duplicate
fgenesh1_pg.C_scaffold_3000891	C003190	2	duplicate
fgenesh2_kg.6__477__AT5G05500.1	C003190	2	duplicate
fgenesh1_pg.C_scaffold_3000902	C003191	2	duplicate
fgenesh1_pg.C_scaffold_7000597	C003191	2	duplicate
fgenesh1_pg.C_scaffold_3001152	C003192	2	duplicate
fgenesh1_pg.C_scaffold_5000663	C003192	2	duplicate
fgenesh1_pg.C_scaffold_3001474	C003193	2	duplicate
scaffold_301851.1	C003193	2	duplicate
fgenesh1_pg.C_scaffold_3001512	C003194	2	duplicate
fgenesh2_kg.3__1776__AT3G16220.1	C003194	2	duplicate
fgenesh1_pg.C_scaffold_3001519	C003195	2	duplicate
fgenesh2_kg.1__4286__AT1G52160.1	C003195	2	duplicate
fgenesh1_pg.C_scaffold_3001722	C003196	2	duplicate
fgenesh1_pg.C_scaffold_5000010	C003196	2	duplicate
fgenesh1_pg.C_scaffold_3001726	C003197	2	duplicate
fgenesh2_kg.1__3966__AT1G48760.2	C003197	2	duplicate
fgenesh1_pg.C_scaffold_3001831	C003198	2	duplicate
fgenesh1_pm.C_scaffold_6001086	C003198	2	duplicate
fgenesh1_pg.C_scaffold_3001979	C003199	2	duplicate
fgenesh2_kg.3__2289__AT3G20620.1	C003199	2	duplicate
fgenesh1_pg.C_scaffold_3001995	C003200	2	duplicate
fgenesh2_kg.1__4182__AT1G51130.1	C003200	2	duplicate
fgenesh1_pg.C_scaffold_3002045	C003201	2	duplicate
fgenesh2_kg.4__509__AT2G25930.1	C003201	2	duplicate
fgenesh1_pg.C_scaffold_3002263	C003202	2	duplicate
scaffold_302850.1	C003202	2	duplicate
fgenesh1_pg.C_scaffold_3002270	C003203	2	duplicate
fgenesh1_pg.C_scaffold_6000224	C003203	2	duplicate
fgenesh1_pg.C_scaffold_3002355	C003204	2	duplicate
scaffold_702066.1	C003204	2	duplicate
fgenesh1_pg.C_scaffold_3002730	C003205	2	duplicate
scaffold_704128.1	C003205	2	duplicate
fgenesh2_kg.4__2390__AT2G42380.2	C003206	2	duplicate
fgenesh2_kg.5__2254__AT3G58120.1	C003206	2	duplicate
fgenesh1_pg.C_scaffold_3002759	C003207	2	duplicate
scaffold_104134.1	C003207	2	duplicate
fgenesh2_kg.3__1099__AT3G10640.1	C003208	2	duplicate
fgenesh1_pm.C_scaffold_6000341	C003208	2	duplicate
fgenesh1_pg.C_scaffold_3003187	C003209	2	duplicate
fgenesh2_kg.1__3940__AT1G48460.1	C003209	2	duplicate
fgenesh1_pg.C_scaffold_3003209	C003210	2	duplicate
scaffold_304162.1	C003210	2	duplicate
fgenesh1_pg.C_scaffold_3003329	C003211	2	duplicate
scaffold_701207.1	C003211	2	duplicate
fgenesh1_pg.C_scaffold_4000102	C003212	2	duplicate
fgenesh2_kg.3__2005__AT3G18140.1	C003212	2	duplicate
fgenesh1_pg.C_scaffold_4000159	C003213	2	duplicate
fgenesh1_pg.C_scaffold_7000220	C003213	2	duplicate
fgenesh1_pg.C_scaffold_4000178	C003214	2	duplicate
scaffold_702887.1	C003214	2	duplicate
fgenesh1_pg.C_scaffold_4000202	C003215	2	duplicate
fgenesh2_kg.4__776__AT2G27900.2	C003215	2	duplicate
fgenesh1_pg.C_scaffold_4000229	C003216	2	duplicate
fgenesh2_kg.7__326__AT4G37270.1	C003216	2	duplicate
fgenesh1_pg.C_scaffold_4000235	C003217	2	duplicate
scaffold_800242.1	C003217	2	duplicate
fgenesh1_pg.C_scaffold_4000340	C003218	2	duplicate
fgenesh2_kg.7__1066__AT4G31120.1	C003218	2	duplicate
fgenesh1_pg.C_scaffold_4000629	C003219	2	duplicate
scaffold_500841.1	C003219	2	duplicate
fgenesh1_pg.C_scaffold_4000754	C003220	2	duplicate
scaffold_402483.1	C003220	2	duplicate
fgenesh1_pg.C_scaffold_4000932	C003221	2	duplicate
fgenesh2_kg.1__2989__AT1G28260.2	C003221	2	duplicate
fgenesh1_pg.C_scaffold_4001200	C003222	2	duplicate
fgenesh2_kg.1__4028__AT1G49340.2	C003222	2	duplicate
fgenesh1_pg.C_scaffold_4001272	C003223	2	duplicate
fgenesh2_kg.1__538__AT1G05780.1	C003223	2	duplicate
fgenesh1_pg.C_scaffold_4001554	C003224	2	duplicate
scaffold_702337.1	C003224	2	duplicate
fgenesh1_pg.C_scaffold_4001641	C003225	2	duplicate
fgenesh1_pm.C_scaffold_1002774	C003225	2	duplicate
fgenesh1_pg.C_scaffold_4001838	C003226	2	duplicate
fgenesh1_pg.C_scaffold_4001844	C003226	2	duplicate
fgenesh1_pg.C_scaffold_4001899	C003227	2	duplicate
fgenesh2_kg.6__110__AT5G01030.1	C003227	2	duplicate
fgenesh1_pg.C_scaffold_4001968	C003228	2	duplicate
fgenesh2_kg.5__1821__AT3G54310.1	C003228	2	duplicate
fgenesh1_pg.C_scaffold_4001974	C003229	2	duplicate
fgenesh1_pm.C_scaffold_5001260	C003229	2	duplicate
fgenesh1_pg.C_scaffold_4002262	C003230	2	duplicate
scaffold_402936.1	C003230	2	duplicate
fgenesh1_pg.C_scaffold_4002357	C003231	2	duplicate
fgenesh2_kg.5__2237__AT3G57930.1	C003231	2	duplicate
scaffold_603322.1	C003232	2	duplicate
scaffold_501442.1	C003232	2	duplicate
fgenesh1_pg.C_scaffold_4002818	C003233	2	duplicate
scaffold_403639.1	C003233	2	duplicate
fgenesh1_pg.C_scaffold_5000047	C003234	2	duplicate
fgenesh1_pm.C_scaffold_5000044	C003234	2	duplicate
fgenesh1_pg.C_scaffold_5000346	C003235	2	duplicate
fgenesh2_kg.1__2187__AT1G20065.2	C003235	2	duplicate
fgenesh1_pg.C_scaffold_5000613	C003236	2	duplicate
fgenesh1_pg.C_scaffold_5000615	C003236	2	duplicate
fgenesh1_pg.C_scaffold_5000838	C003237	2	duplicate
fgenesh1_pm.C_scaffold_5001416	C003237	2	duplicate
fgenesh1_pg.C_scaffold_5001324	C003238	2	duplicate
scaffold_700231.1	C003238	2	duplicate
fgenesh1_pg.C_scaffold_5001386	C003239	2	duplicate
fgenesh2_kg.6__2385__AT5G23900.1	C003239	2	duplicate
fgenesh1_pg.C_scaffold_5001388	C003240	2	duplicate
fgenesh2_kg.1__2846__AT1G24560.1	C003240	2	duplicate
fgenesh1_pg.C_scaffold_5001699	C003241	2	duplicate
fgenesh2_kg.3__844__AT3G08020.1	C003241	2	duplicate
fgenesh1_pg.C_scaffold_5002064	C003242	2	duplicate
fgenesh1_pm.C_scaffold_5001629	C003242	2	duplicate
fgenesh1_pg.C_scaffold_5002171	C003243	2	duplicate
scaffold_601327.1	C003243	2	duplicate
fgenesh1_pg.C_scaffold_5002405	C003244	2	duplicate
fgenesh2_kg.1__3285__AT1G30890.1	C003244	2	duplicate
fgenesh1_pg.C_scaffold_6000189	C003245	2	duplicate
fgenesh2_kg.4__1759__AT2G37100.1	C003245	2	duplicate
fgenesh1_pg.C_scaffold_6000250	C003246	2	duplicate
fgenesh2_kg.6__255__AT5G03450.1	C003246	2	duplicate
fgenesh1_pg.C_scaffold_6000426	C003247	2	duplicate
scaffold_801116.1	C003247	2	duplicate
fgenesh1_pg.C_scaffold_6000550	C003248	2	duplicate
fgenesh1_pm.C_scaffold_3001014	C003248	2	duplicate
fgenesh1_pg.C_scaffold_6000622	C003249	2	duplicate
fgenesh1_pg.C_scaffold_6002654	C003249	2	duplicate
fgenesh1_pg.C_scaffold_6000683	C003250	2	duplicate
scaffold_701307.1	C003250	2	duplicate
fgenesh1_pg.C_scaffold_6000701	C003251	2	duplicate
fgenesh2_kg.6__818__AT5G08450.2	C003251	2	duplicate
fgenesh1_pg.C_scaffold_6000719	C003252	2	duplicate
fgenesh2_kg.6__3463__AT4G02400.1	C003252	2	duplicate
fgenesh1_pg.C_scaffold_6000737	C003253	2	duplicate
fgenesh2_kg.6__830__AT5G08550.1	C003253	2	duplicate
fgenesh1_pg.C_scaffold_6000748	C003254	2	duplicate
fgenesh1_pm.C_scaffold_1001813	C003254	2	duplicate
fgenesh1_pg.C_scaffold_6000970	C003255	2	duplicate
fgenesh2_kg.8__2679__AT5G67370.1	C003255	2	duplicate
